"source_report","finding_id","creator_or_channel","date","video_title","video_url","video_id","evidence_excerpt","timestamp","category_or_rule","severity","confidence","classification","missing_context","required_follow_up","adjudicated_priority","adjudicated_label","final_report_treatment"
"supplemental-gap-direct-incremental-review.csv","GDI-03","jason hunter REALTOR®","2025-11-12","Your VA Loan Could Pay You in 2026","https://www.youtube.com/watch?v=PM8Zy6FEKTU","PM8Zy6FEKTU","Title: “Your VA Loan Could Pay You in 2026.” Captions: “your VA loan can actually make you money.” Description: it can “generate income, build equity faster, and create long-term wealth.”","Title, description, and 00:01-00:05; raw/authenticated-root/UCOtQo6ZNvgHEN6dAubILuNg/20251112_PM8Zy6FEKTU.info.json; raw/authenticated-root/UCOtQo6ZNvgHEN6dAubILuNg/20251112_PM8Zy6FEKTU.en.json3","TREC Rule § 535.155 financial/outcome-claim substantiation and VA-loan education review","High","Authenticated public-text evidence; ultimate legal conclusion not determined","High-risk potential concern: unqualified financial/outcome claim review; not a Regulation Z, VA, RESPA, or legal-violation finding","The short gives no factual basis for the claimed income/wealth result or the relevant ownership, occupancy, entitlement, lender, financing, rent, expense, tax, market, or timeframe assumptions. It does not establish a creditor advertisement, loan availability, compensation, referral agreement, VA-program breach, or consumer outcome.","Use conditional educational language and disclose the material scenario assumptions, costs, risks, and eligibility constraints; retain support for any stated income/equity result and route the final asset through broker/lender compliance review.","high","TREC Rule § 535.155 financial/outcome-claim substantiation and VA-loan education review","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"agent-findings-rankings-batch.md","J-02","Jean Shine / Shine Team","Current About","Faster/more-money claim","https://www.youtube.com/@TheShineTeam","UCw9DgzcPb_rhdp3VHFFo_8Q","“proven sales system is designed to sell your home faster for more money.”","About page","Comparative outcome/performance substantiation","High","High excerpt; moderate risk","Substantiation concern","Study, timeframe, controls, goal-vs-typical result","Qualify or document comparison","high","Comparative outcome claim","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-remaining-local-batch.md","RL-02","Jessica Doree","2025-05-13","#Bloop #Topwater szn & 2.99% rate won’t last! As low as $50 down FREE appliances, closing costs PAID","https://www.youtube.com/watch?v=biq0haoCeiM","biq0haoCeiM","Title: “2.99% rate won’t last! As low as $50 down FREE appliances, closing costs PAID.”","Title","Mortgage-ad/TILA-Reg Z; incentive material terms","High","High title; low ultimate conclusion","Review flag","Lender/builder, rate vs APR, loan terms/points/lock, criteria, cost payer, expiration, visual disclosures","Get exact terms/final asset","high","Rate/incentive frame-level review","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-local-batch.md","LB-02","John Hayes","2025-11-06","Why Everyone’s Moving to Three River, Belton TX","https://www.youtube.com/watch?v=RthpRSOOW88","RthpRSOOW88","Description calls property “perfect for families, retirees.”","Description","Familial-status wording review; age-oriented language retained only as inclusive-copy review, with no age/HOPA violation conclusion","High","High","Mixed age-oriented and familial-status wording review; age-oriented terms are inclusive-copy only, with no age/HOPA conclusion. Any direct family/child phrase remains a copy-remediation concern, not a violation finding.","Whether lawful older-person housing; neutral features","Replace with property-neutral features","high","Direct family/children suitability wording","Include in high-priority copy-remediation section as apparent familial-status preference wording; state no exclusion, intent, or legal violation is determined."
"agent-findings-remaining-local-batch.md","RL-01","Living at Fort Hood / Hanna Smelser","2026-05-16","PCSing to Fort Hood? Here’s How our Military Buyers Saved $62K on New Construction!","https://www.youtube.com/watch?v=r71Ud2xcSM4","r71Ud2xcSM4","Title: “PCSing to Fort Hood? Here’s How our Military Buyers Saved $62K on New Construction!”","Title","Outcome/savings substantiation; builder-incentive and preferred-lender relationship verification","Moderate–High","High title; low legal conclusion","Review flag; no RESPA or FTC conclusion","Transcript/visuals, calculation, one-off/typical status, builder/lender terms, qualification/APR/points, compensation, agreement, referral, preferred-lender, and settlement facts","Obtain terms and final published asset","high","Stated savings/incentive review","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-local-batch.md","LB-07","Mathew Dick / Military Living in Central Texas","2026-01-23","Top 5 Cities EVERYONE is MOVING TO in Central Texas in 2026","https://www.youtube.com/watch?v=R69ScZkadjM","R69ScZkadjM","Description: “the best towns for families, retirees”; “a great family home”; “a value play with a massive upside”; “the family who wants stability and space”; “smart long-term bet.”","Description; 00:05:00–00:05:11; 00:06:08–00:06:11; 00:07:43","Familial-status wording review; age-oriented language not independently classified; investment-performance substantiation","High","High","Mixed age-oriented and familial-status wording review; age-oriented terms are inclusive-copy only, with no age/HOPA conclusion. Direct family/child language and investment-outcome wording remain copy/substantiation concerns, not violation findings.","Sources/dates for price/upside; neutral alternatives","Use neutral features and substantiate/qualify investment claims","high","Direct family/children suitability wording","Include in high-priority copy-remediation section as apparent familial-status preference wording; state no exclusion, intent, or legal violation is determined."
"agent-findings-local-batch.md","LB-05","Mathew Dick / Military Living in Central Texas","2026-05-08","TOP 6 Amenity-Rich Communities in Killeen Texas!","https://www.youtube.com/watch?v=p0b2HmyuJQw","p0b2HmyuJQw","“family-friendly communities”; “best for … military families”; “really good schools” and “perfect for families”; “best for families.”","00:00:52–00:00:54; 00:01:37–00:01:44; 00:02:18–00:02:25; 00:02:50–00:02:53; 00:03:32–00:03:35","FHA §804(c); subjective-school steering","High","High","Apparent familial-status wording plus school-source/consistency review; not a Fair Housing or steering violation finding.","Official school source; qualifying screen language","Use neutral amenity and official-school-source language","high","Direct family/children suitability wording","Include in high-priority copy-remediation section as apparent familial-status preference wording; state no exclusion, intent, or legal violation is determined."
"agent-findings-profile-family-batch.md","PF-07","Nestled With Whitney","2025-12-19","Single-Story 4 Bedroom Home Layout Tour | Belton Texas","https://www.youtube.com/watch?v=dGjB7gjDPHk","dGjB7gjDPHk","“Very familyfriendly”; area has “a lot of familyfriendly options.”","00:00:24; 00:00:32","FHA §804(c) familial-status advertising","Moderate","High","Potential preference-language review","Precise feature description; inclusive qualifier; visual text","Use neutral features","high","Direct family/children suitability wording","Include in high-priority copy-remediation section as apparent familial-status preference wording; state no exclusion, intent, or legal violation is determined."
"supplemental-root-b-whitney-incremental-review.csv","ROOTB-W-01","Nestled With Whitney / Whitney Bell","2024-10-12; 2024-10-13; 2024-10-14; 2024-10-16; 2024-10-17; 2024-10-18; 2024-10-21; 2026-04-27","Texas 3 Car Garage New Construction; Family-Friendly Craftsman Home for Sale – Perfect for First-Time Buyers; Charming 4 Bedrooms 3-Bedroom Family Home Available Now!; Serene Living Awaits in This Contemporary Style Home in Nolanville Texas; Spacious 4 Bedrooms-3 Bathroom Home with Beautiful Backyard!; Elegant Charm In Killeen, Texas; Quiet Escape In Nolanville, Texas; 4 Bedroom Beauty in Belton Texas","https://www.youtube.com/watch?v=zYAdcRcWozw; https://www.youtube.com/watch?v=MCxuCPkuw-4; https://www.youtube.com/watch?v=--1tAH-ums0; https://www.youtube.com/watch?v=rCneXuyAotM; https://www.youtube.com/watch?v=K5Pptrq66PE; https://www.youtube.com/watch?v=AV27XoaPV5g; https://www.youtube.com/watch?v=SeaD_IZk9tg; https://www.youtube.com/watch?v=DCeb2udl3Bs","zYAdcRcWozw; MCxuCPkuw-4; --1tAH-ums0; rCneXuyAotM; K5Pptrq66PE; AV27XoaPV5g; SeaD_IZk9tg; DCeb2udl3Bs","“Perfect for Families”; “Family-Friendly Craftsman Home”; “Great For Family Living”; caption: “family-friendly.”","Title; Description; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20241012_zYAdcRcWozw.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20241013_MCxuCPkuw-4.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20241014_--1tAH-ums0.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20241016_rCneXuyAotM.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20241017_K5Pptrq66PE.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20241018_AV27XoaPV5g.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20241021_SeaD_IZk9tg.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20260427_DCeb2udl3Bs.info.json; raw/authenticated-root/UCKC2Qfjps_rzW0-lUQIP7KA/20260427_DCeb2udl3Bs.en.json3 00:00:13-00:00:18","Familial-status dwelling-suitability wording review","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent familial-status preference wording; copy-remediation priority, not an adjudicated Fair Housing violation","The public title/description/caption record does not establish exclusion, intent, differential treatment, listing-copy authorship, current availability, or legal liability. The review is limited to direct family/household suitability wording; it does not treat military status, age, ordinary property features, or generic family-room language as independent protected-class conclusions.","Replace family/child household-routing labels with neutral features such as bedroom count, layout, yard, amenities, commute, and objectively sourced school-boundary information; broker/compliance should review titles, descriptions, captions, overlays, and syndicated listing copy before reuse.","high","Familial-status dwelling-suitability wording review","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-root-b-remaining-incremental-review.csv","ROOTB-R-04","New Builds in Central Texas / Kyla Montano","2026-02-13","Check out Central Texas New Homes with Flintrock Builders","https://www.youtube.com/watch?v=btJDD3IuZAs","btJDD3IuZAs","“the variety of floor plans they offer, perfect for families of all sizes”","Description; raw/authenticated-root/UCoht3EiOo8EqRe5exkOAH8w/20260213_btJDD3IuZAs.info.json","Familial-status suitability wording in new-construction marketing","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent copy-remediation concern; not a Fair Housing or TREC violation finding","The description does not show exclusion, protected-class intent, builder compensation, referral consideration, visual context, or the author of the marketing copy. A builder interview alone is not RESPA or FTC evidence.","Use neutral wording about plan sizes, bedrooms, and flexible layouts; confirm the builder and sponsoring broker approve revised description and on-screen copy.","high","Familial-status suitability wording in new-construction marketing","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-root-b-remaining-incremental-review.csv","ROOTB-R-07","People 1st Realty / Gloria Watson","2024-08-12","CURB APPEAL","https://www.youtube.com/watch?v=LZcivQuOVRE","LZcivQuOVRE","“professional home staging benefits can help you sell your home faster and for more.”","Description; raw/authenticated-root/UCJn5yVbactAJ84qeDb22Htg/20240812_LZcivQuOVRE.info.json","Comparative seller-performance substantiation","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent advertising/substantiation concern; not a false-claim or legal-violation finding","The description supplies a comparative outcome claim but no study, period, geography, property controls, result distribution, methodology, or visual qualification. The record does not establish whether there is a valid source or whether results are typical.","Retain a dated, broker-approved methodology or narrow the copy to specific staging actions without an unqualified speed/proceeds claim; check descriptions, captions, and frames together.","high","Comparative seller-performance substantiation","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-root-b-remaining-incremental-review.csv","ROOTB-R-01","People 1st Realty / Gloria Watson","2024-10-17; 2024-12-18","Home For Sale | 1403 Meadow Dr, Killeen, TX; FOR RENT - 822 Tumbleweed Trail Temple, TX","https://www.youtube.com/watch?v=1MzJV3Zc7v8; https://www.youtube.com/watch?v=6BqTQUFKaJI","1MzJV3Zc7v8; 6BqTQUFKaJI","“A beautiful home for first-time buyers or growing families”; “Open-concept living spaces perfect for families” and “Located in a family-friendly, quiet neighborhood.”","Description; raw/authenticated-root/UCJn5yVbactAJ84qeDb22Htg/20241017_1MzJV3Zc7v8.info.json; raw/authenticated-root/UCJn5yVbactAJ84qeDb22Htg/20241218_6BqTQUFKaJI.info.json","Familial-status suitability wording in dwelling advertising","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent copy-remediation concern; not a Fair Housing or TREC violation finding","The descriptions establish the public wording, not intent, exclusion, listing authority, current availability, authorship of syndicated copy, visual context, or an enforcement outcome. The review does not treat a bedroom count, family room, school location, or ordinary use of the word family as a finding.","Replace household-composition wording with neutral features such as bedroom count, open layout, greenbelt, and nearby amenities; review rendered video text and syndicated listing copy with the sponsoring broker.","high","Familial-status suitability wording in dwelling advertising","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-root-b-remaining-incremental-review.csv","ROOTB-R-09","Real Estate Steph CTX / Stephen Harris","2026-01-14","Central Texas Homeowners Should Watch This Closely","https://www.youtube.com/watch?v=5i1Q2eGhiS0","5i1Q2eGhiS0","“Most sellers in Central Texas are losing 7.5% of their equity and sitting on the market for 100+ days”; “My clients … are seeing 99.7% list-to-close ratios compared to the market average of 92.5%.”","Description and captions; raw/authenticated-root/UCvwxIfW2u71mpzrKastNbDg/20260114_5i1Q2eGhiS0.info.json; raw/authenticated-root/UCvwxIfW2u71mpzrKastNbDg/20260114_5i1Q2eGhiS0.en.json3","Comparative seller-performance and market-statistic substantiation","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent advertising/substantiation concern; not a guarantee, false-claim, or legal-violation finding","The recovered description/captions give numerical claims but not the underlying MLS cohort, dates, market boundaries, list-price convention, sample size, seller-property controls, exclusions, transaction files, or a visible source/method. The public record does not establish the claims are inaccurate or that results are typical.","Retain dated MLS/broker records and a clear methodology for both the market and client cohorts; qualify case-specific results and ensure visual/linked claims match the approved evidence.","high","Comparative seller-performance and market-statistic substantiation","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-direct-review.csv","D-AUTH-04","rennerrealty","2026-07-15","Austin Real Estate Market Update 2026 | Is the Market Finally Recovering? Temple TX Investment Boom","https://www.youtube.com/watch?v=aFxx-dgc5uA","aFxx-dgc5uA","“[R]eal estate ... it's always a good investment”; “our investors do so well”; “prices are double, but the rents are almost about the same”; “up $100,000 in 10 years. That's ... a decent return.”","05:31-06:30; 08:14-08:38; 15:09-16:18","Investment, appreciation, rent, and return substantiation","High","Authenticated public-text evidence; ultimate legal conclusion not determined","High-risk investment/outcome substantiation review; not an investment-advice, guarantee, or false-statement conclusion","The speaker notes that Zillow valuations may be inaccurate, but the recovered record does not establish the selected-property comparability, market-source dates/geography, rent and vacancy data, expenses, financing, taxes, maintenance, or whether on-screen citations and risk disclosures appeared.","Document source/date/scope and property-specific assumptions; change categorical “always” language to conditional educational wording and prominently disclose material investment risks and costs.","high","Investment, appreciation, rent, and return substantiation","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-root-b-remaining-incremental-review.csv","ROOTB-R-03","Samantha Hammonds — Central TX REALTOR®","2025-01-13","Harker Heights Dream Home | PCS to Fort Cavazos | Killeen Area Real Estate","https://www.youtube.com/watch?v=Vu0_GB8_Y-Y","Vu0_GB8_Y-Y","“Whether you love to entertain or need extra space for your growing family, this home has it all!”","Description; raw/authenticated-root/UClhphoG2zMHA6r7nNyLFLgA/20250113_Vu0_GB8_Y-Y.info.json","Familial-status suitability wording in dwelling advertising","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent copy-remediation concern; not a Fair Housing or TREC violation finding","The retrieved description does not establish an intent to exclude, current listing status, a household-selection practice, visual disclosures, or liability. PCS/Fort Cavazos references are not treated as military-status discrimination.","Replace “growing family” with neutral descriptions of the four bedrooms, living areas, and flex-room uses; review the final video frame and linked listing copy before reuse.","high","Familial-status suitability wording in dwelling advertising","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-root-a-sujin-sandee-incremental-review.csv","ROOTA-SS-08","Sandee Payne","2026-01-19","Why Some Homes Aren’t Selling — But Others Are | Bell County, Texas Housing Market Update","https://www.youtube.com/watch?v=Oe_oexTKVB0","Oe_oexTKVB0","“Hot market number two are family-oriented neighborhoods with strong community planning” and “schools, parks, proximity to shopping, making them attractive to relocating families.”","00:05:47-00:06:00 captions; raw/authenticated-root/UCa5bz6lCwdTX6HQfzlOdZFA/20260119_Oe_oexTKVB0.info.json/.en.json3","Familial-status neighborhood-suitability wording review","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent familial-status preference wording; copy-remediation priority, not an adjudicated Fair Housing violation","The video is a market update, not proof of exclusion, intent, differential treatment, a housing denial, factual accuracy, or legal liability. School/park discussion alone is not treated as a Fair Housing violation; the review is limited to the direct family-oriented/relocating-families framing.","Use neutral, sourced descriptions of amenities, access, and housing inventory rather than household-composition suitability phrasing; have broker/compliance review the caption, description, and visual overlays.","high","Familial-status neighborhood-suitability wording review","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"agent-findings-stephen.md","SH-02","Stephen Harris","2025-07-23; 2025-05-06; 2024-09-20; current About","Public NMLS number inconsistency","https://www.youtube.com/watch?v=-CpNohOpgaw; https://www.youtube.com/watch?v=18WLFA46NT4; https://www.youtube.com/watch?v=z7GOddPjiio","-CpNohOpgaw; 18WLFA46NT4; z7GOddPjiio","About: NMLS 2563024; descriptions: Licensed Mortgage Loan Originator NMLS 2453024; one uses 2453024 and later “Personal NMLS2563024.”","About/descriptions","Loan-originator identity / potentially misleading advertising","High","High public discrepancy","Review flag; unknown which number correct","NMLS Consumer Access record; current sponsorship/intended copy","Verify then correct/preserve records as counsel directs","high","Public NMLS identity conflict","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-stephen.md","SH-04","Stephen Harris","2026-04-19; 2025-12-19; 2025-01-25; 2026-02-21; 2026-02-14","Crime, school, and family location recommendations","https://www.youtube.com/watch?v=9rv_Mx_ptug; https://www.youtube.com/watch?v=NqdQuHgTEek; https://www.youtube.com/watch?v=QdF070z89d0; https://www.youtube.com/watch?v=GIHqfOVHm7E; https://www.youtube.com/watch?v=YVThYKqdxW8","9rv_Mx_ptug; NqdQuHgTEek; QdF070z89d0; GIHqfOVHm7E; YVThYKqdxW8","“They have the highest crime rates. If there are places for you to avoid, I would say those might be it”; recommends neighborhoods for “lower crime rates”; “too ghetto”; “Choose Harker Heights if you have kids in school or babies on the way”; “family-first choice.”","00:03:49; 00:04:14–00:04:24; 00:04:33; 00:09:56–00:10:03","Direct familial-suitability wording plus school/crime source and consistency review; not a Fair Housing violation conclusion","Moderate","High recorded language; low–medium legal conclusion","Elevated review pattern, explicitly not definitive FHA finding under current HUD guidance","Sources/dates, consistent treatment, viewer-specific communications, intent, full scripts/edits, neutral links","Use neutral, consistently applied source-based criteria; avoid “avoid,” “safest,” “best,” “ghetto,” and family-preference phrasing","high","Mixed family-suitability wording plus school/crime source review","Include in high-priority copy-remediation section as apparent familial-status preference wording; state no exclusion, intent, or legal violation is determined."
"supplemental-root-final-review.csv","ROOT-AUTH-04","Stephen Harris - Selling Central Texas","2025-11-13","How This Military Family Saved $12,000 on a Home in Killeen TX","https://www.youtube.com/watch?v=FoqcCQKYqAc","FoqcCQKYqAc","“I just helped a military family … save $12,000 off of a $250,000 home”; “we actually ended up getting 5% off of the asking price.”","00:00-00:10; 01:29-01:36; 06:15-06:31","Buyer savings / negotiation outcome substantiation","High","Authenticated public-text evidence; ultimate legal conclusion not determined","High-risk potential concern: stated savings and negotiation-result review; not a RESPA, Regulation Z, VA, or Fair Housing violation finding","The video describes an individual transaction and later notes that not every house will give a discount. Public evidence does not establish the property, comparable-sales analysis, list/contract/closing figures, concessions, financing, client eligibility, typicality, or on-screen qualifications. Military targeting alone is not the concern.","Retain transaction and comparable-sales support; qualify the result as case-specific and non-typical if applicable, with material variables and consumer costs clearly stated; obtain broker/compliance review.","high","Buyer savings / negotiation outcome substantiation","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-root-final-review.csv","ROOT-AUTH-03","Stephen Harris - Selling Central Texas","2025-12-22","Why Yowell Ranch Cul-de-Sacs Are Every Parent’s Dream","https://www.youtube.com/watch?v=1CD8PoAc0C8","1CD8PoAc0C8","Title: “Every Parent’s Dream”; description: “why families love this safe, low-traffic Central Texas neighborhood”; captions: “if you got little kids, they can play out front.”","Title, description, and 00:00-00:26","Familial-status and child-suitability wording review","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent familial-status preference wording; copy-remediation priority, not an adjudicated Fair Housing violation","The low-traffic feature may be a legitimate physical attribute, but the public framing directs the community to parents/children. The record does not establish exclusion, intent, differential treatment, crime-data accuracy, or legal liability.","Describe the cul-de-sac and traffic pattern neutrally, without parent/child household targeting; have broker/compliance review the title, description, captions, and visual overlays.","high","Familial-status and child-suitability wording review","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"agent-findings-stephen.md","SH-01","Stephen Harris / Real Estate Steph CTX","Current About page","Builder-paid commission rebate","https://www.youtube.com/channel/UCvwxIfW2u71mpzrKastNbDg/about","UCvwxIfW2u71mpzrKastNbDg","“our subscribers who buy with us can receive up to a $5,000 cash rebate from our builder-paid commission. Let us pay YOU to buy a home.”","About page","TREC §535.155(d)(16)–(17) rebate, represented-party consent, and restrictions-disclosure review; lender/settlement verification","Moderate–High","High public promise; low ultimate legal conclusion","Broker/counsel review flag; no RESPA or FTC conclusion","License and broker role, represented party, written consent, rebate contingency, brokerage/builder/buyer agreements, lender/closing approval, restrictions, caps/calculation/payment form","Publish clear terms and run broker/lender/settlement review","high","Incentive material-terms review","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"supplemental-root-a-sujin-sandee-incremental-review.csv","ROOTA-SS-01","Sujin Park Henson","2024-10-31; 2026-06-23; 2026-06-24; 2026-07-09; 2026-07-16","FOR SALE || 6102 Cactus Flower Ln, Killeen, TX; The Perfect Family Home in Central Texas; JUST LISTED in Harker Heights; Corner Lot Home in Harker Heights Under $400K; This 5-Bedroom Harker Heights Floor Plan Is Hard to Find!","https://www.youtube.com/watch?v=NT4LHtYCEwg; https://www.youtube.com/watch?v=-DTS1IlXE0Y; https://www.youtube.com/watch?v=gd8C2EtH98I; https://www.youtube.com/watch?v=Mrx9iwsuj5o; https://www.youtube.com/watch?v=Ky3hTmnP7Yo","NT4LHtYCEwg; -DTS1IlXE0Y; gd8C2EtH98I; Mrx9iwsuj5o; Ky3hTmnP7Yo","“Perfect for military families”; “The Perfect Family Home” and “big families … actually need”; “perfect for a kids’ wing”; “perfect for guests, kids, or a home office”; “space for a growing family.”","Description; raw/authenticated-root/UCZAiPx4wER-v-Q4avEhVTZg/20241031_NT4LHtYCEwg.info.json; 20260623_-DTS1IlXE0Y.info.json; 20260624_gd8C2EtH98I.info.json; 20260709_Mrx9iwsuj5o.info.json; 20260716_Ky3hTmnP7Yo.info.json","Familial-status dwelling-suitability wording review","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent familial-status preference wording; copy-remediation priority, not an adjudicated Fair Housing violation","The public descriptions do not establish exclusion, intent, differential treatment, listing-copy authorship, current listing status, or legal liability. Military status is not treated as a protected-class conclusion; the review is limited to the separate family/children suitability wording. `gd8C2EtH98I` is already in `DL-02` for a distinct profile-path verification issue.","Replace household-composition language with neutral bedroom, flexible-space, amenity, school-source, and commute facts; review every description, caption, visual overlay, and syndicated listing version with broker/compliance.","high","Familial-status dwelling-suitability wording review","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"supplemental-direct-review.csv","D-AUTH-01","The Myles Group | Keller Williams Northwest Austin","2026-03-19","Austin vs. Killeen: What Buyers Need to Know Before Moving","https://www.youtube.com/watch?v=OLKgllVDHEs","OLKgllVDHEs","“Killeen ... offers more budget-friendly options, making it ideal for families and those looking for a quieter and more suburban lifestyle.”","00:59-01:06","Direct family/children dwelling-suitability wording","High","Authenticated public-text evidence; ultimate legal conclusion not determined","Apparent familial-status preference wording; copy-remediation priority, not an adjudicated Fair Housing violation","The statement is city-level relocation copy, not a named dwelling; the recovered text does not establish exclusion, intent, differential treatment, authorship of captions, or legal liability.","Replace the household-composition formulation with neutral cost, housing-stock, commute, and amenity facts; have broker/compliance review any parallel spoken, on-screen, and syndicated copy.","high","Direct family/children dwelling-suitability wording","Include in high-priority broker/compliance review as an apparent concern; no violation or liability is determined."
"agent-findings-local-batch.md","LB-21","Trent Babb","2025-05-19","RV Park Investors! Don't Miss This 30-Slot Turnkey Deal with City Utilities","https://www.youtube.com/watch?v=DHKmbIkF-nY","DHKmbIkF-nY","Calls it “turnkey investment” ready to “provide monthly cash flow”; says prior owner lacked enough cash flow; says after inspections “cash flow starts.”","00:00:31–00:00:38; 00:01:22–00:01:38; 00:08:44–00:08:56","Investment-performance / internal-consistency","High","High","Potentially misleading implication review","Historic P&L/occupancy, closure reason, costs, feasibility, no-guarantee language","Substantiate and disclose risk","high","Cash-flow claim review","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-local-batch.md","LB-20","Trent Babb","2025-07-17","Why Most Sellers Miss Out On Big Profits!","https://www.youtube.com/watch?v=2G78BoUDXFI","2G78BoUDXFI","Promises “faster closings, better terms, less banking fees, and long-term income”; calls seller finance a “huge tax advantage”; projects “over $600,000 in interest income” that “outpaces most real estate investments”; calls it “reliable” retirement strategy.","00:00:08–00:00:13; 00:01:26–00:01:46; 00:03:36–00:03:53; 00:04:56–00:04:59","Tax/legal/financial advice; return claim","High","High","Review flag; fact-specific tax/financial outcome","Hypothetical assumptions, security/default risks, tax basis, disclaimers, on-screen terms","Add CPA/attorney/lender direction and no-guarantee terms","high","Tax/interest-income illustration review","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-local-batch.md","LB-18","Trent Babb","2025-08-08","Which Texas Town Will Save You $75,000?","https://www.youtube.com/watch?v=4knnkLiSO_k","4knnkLiSO_k","“$75,000 more or $300 less in rent”; Belton has “stronger appreciation than Temple”; premium school districts make it “ideal” for buy-and-hold investment; “families with school-age children prioritize Belton and Salado.”","00:00:21–00:00:25; 00:01:46–00:01:49; 00:05:51–00:05:53; 00:08:14–00:08:17","School/crime/safety source, consistency, and neutral-recommendation review; not a Fair Housing violation conclusion","High","High","Review flag; not conclusion","Same-property comparison; sources/method; school source; neutral alternatives","Substantiate figures and avoid demographic routing","high","Savings/appreciation claim","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-local-batch.md","LB-16","Trent Babb","2025-12-13","3.41 Acres, Pre-Approved Gas Station, $176K Year 1 Profit—Is This Your Next Investment?","https://www.youtube.com/watch?v=XTIn4-nXAZg","XTIn4-nXAZg","Title: “$176K Year 1 Profit”; description: feasibility study “projecting $176,016 annual net profit in Year 1.”","Title/description","Investment-performance advertising","High","High","High-risk performance-review; projected wording mitigates","Study author/date, assumptions, capital/debt costs, compensation, taxes, contingencies, visual disclosures","Show assumptions/no-guarantee and accessible study","high","Projected investment-profit claim","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-local-batch.md","LB-15","Trent Babb","2026-07-09","Bell County Land Prices Down 14% | Buyers Have the Upper Hand Now","https://www.youtube.com/watch?v=gT_qkJLFkOs","gT_qkJLFkOs","Title: “Land Prices Down 14%”; description has examples but no source, time window, geography, or property type.","Title/description","TREC misleading-advertising / volatile market fact","High","High","Substantiation-risk item","MLS/land-record source, dates, median/average method, acreage segment, methodology","Retain source and methodology","high","Market-statistic substantiation","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
"agent-findings-direct-listing-batch.md","DL-05","Twins Realty Team","2026-05-29; 2026-06-05","Overcomer; Twin Cast: What Season Are You In?","https://www.youtube.com/watch?v=MtSaZ_wLYkM; https://www.youtube.com/watch?v=zOOJ9W4P4NE","MtSaZ_wLYkM; zOOJ9W4P4NE","“We’re Cherie and Nicole … As top 1% realtors with over a decade of experience …”","Descriptions","Texas ranking/substantiation","High","High","Substantiation review","Ranking publisher, geography, period, metric, denominator, evidence","Obtain source or qualify/remove","high","Objective ranking claim","Include in high-priority broker/compliance review as an apparent advertising or disclosure concern; state no violation is determined."
