"finding_id","creator_or_channel","video_url","original_adjudicated_priority","strict_bucket","strict_disposition","strict_basis","published_as_proven_violation"
"RL-05","Samantha Hammonds","https://www.youtube.com/watch?v=jcX1O0LIG1k","low","no_proven_violation_other","no_proven_violation","No proven violation: the public evidence is puffery, a resolved path, ordinary geographic information, or an item that never established a required legal element.","no"
"ROOT-AUTH-01","Century 21 Premier Realtors","https://www.youtube.com/watch?v=pZEISzTN1Gw; https://www.youtube.com/watch?v=u3PkPKJoUcU","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOT-AUTH-02","Elizabeth Thomas - Fort Hood Homes Group","https://www.youtube.com/watch?v=JoAESN-QNsg","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOT-AUTH-03","Stephen Harris - Selling Central Texas","https://www.youtube.com/watch?v=1CD8PoAc0C8","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOT-AUTH-04","Stephen Harris - Selling Central Texas","https://www.youtube.com/watch?v=FoqcCQKYqAc","high","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOT-AUTH-05","Stephen Harris - Selling Central Texas","https://www.youtube.com/watch?v=CVLV8qWusGQ","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOT-AUTH-06","Shelly Salas - Your Home Sold Guaranteed","https://www.youtube.com/watch?v=KJwTDraKRFE; https://www.youtube.com/watch?v=I75EH2nD66w; https://www.youtube.com/watch?v=m8pUmomoy_A","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOT-AUTH-07","Elizabeth Thomas - Fort Hood Homes Group","https://www.youtube.com/watch?v=U-u7Ag87wiU","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-H-01","Shelly Salas - Your Home Sold Guaranteed","https://www.youtube.com/watch?v=Yn8A5zH83SY; https://www.youtube.com/watch?v=lxfcr8d5PDM; https://www.youtube.com/watch?v=K-B-aYzSXLM; https://www.youtube.com/watch?v=S3cnnC9CN74; https://www.youtube.com/watch?v=TIeNKE6iTT8","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-H-02","Shelly Salas - Your Home Sold Guaranteed","https://www.youtube.com/watch?v=QcZKkazszLo; https://www.youtube.com/watch?v=mBAVRrFV9bw","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-H-03","i35Group at Keller Williams","https://www.youtube.com/watch?v=P-ovnKvzosc; https://www.youtube.com/watch?v=UZs8ssb_2eM; https://www.youtube.com/watch?v=D9lOgq5mRtQ; https://www.youtube.com/watch?v=gNrsOywsfKs; https://www.youtube.com/watch?v=rm-riT5bI7I; https://www.youtube.com/watch?v=h72EdFUv6Kk; https://www.youtube.com/watch?v=RIT2PmxrjIc; https://www.youtube.com/watch?v=ZKlf6dyDImI; https://www.youtube.com/watch?v=jIdeQ1idky8","high","unresolved_school_crime_steering_or_demographic_context","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: the public record does not prove discriminatory intent, differential treatment, protected-class tailoring, or another required steering/discrimination element.","no"
"ROOTA-H-04","i35Group at Keller Williams","https://www.youtube.com/watch?v=ERCQT1Mzjfg; https://www.youtube.com/watch?v=jROPqUoAE9E; https://www.youtube.com/watch?v=ZKlf6dyDImI","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-H-05","i35Group at Keller Williams","https://www.youtube.com/watch?v=b7w-9aJRrDM; https://www.youtube.com/watch?v=MKD20xpUZnE","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-H-06","i35Group at Keller Williams","https://www.youtube.com/watch?v=KypIrngedw0","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-R-01","Alberto Lopez Realtor","https://www.youtube.com/watch?v=q49uv2h95q0; https://www.youtube.com/watch?v=uzwo8GAapZU","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-SS-01","Sujin Park Henson","https://www.youtube.com/watch?v=NT4LHtYCEwg; https://www.youtube.com/watch?v=-DTS1IlXE0Y; https://www.youtube.com/watch?v=gd8C2EtH98I; https://www.youtube.com/watch?v=Mrx9iwsuj5o; https://www.youtube.com/watch?v=Ky3hTmnP7Yo","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTA-SS-02","Sujin Park Henson","https://www.youtube.com/watch?v=_peaiUT5pt4; https://www.youtube.com/watch?v=e-mTqD2Sob0; https://www.youtube.com/watch?v=Cjf2827AjiI; https://www.youtube.com/watch?v=MtyRqCxzr7E; https://www.youtube.com/watch?v=-qUM9kljarQ","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-SS-03","Sujin Park Henson","https://www.youtube.com/watch?v=3LddTPBjKww; https://www.youtube.com/watch?v=60sO_5FvqgE; https://www.youtube.com/watch?v=agv9VUpAqMo","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-SS-04","Sujin Park Henson","https://www.youtube.com/watch?v=yt5CXoXfBYE; https://www.youtube.com/watch?v=idXprXNiJiE; https://www.youtube.com/watch?v=vlZhuGp3pK0","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-SS-05","Sujin Park Henson","https://www.youtube.com/watch?v=c3GPF5pFyGo","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-SS-06","Sujin Park Henson","https://www.youtube.com/watch?v=AhP0i2OhZ-4; https://www.youtube.com/watch?v=AqissjblEIM","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-SS-07","Sujin Park Henson","https://www.youtube.com/watch?v=H0nHScFUHpg; https://www.youtube.com/watch?v=H0vxg8QGivA; https://www.youtube.com/watch?v=pukXJbdnF-Q; https://www.youtube.com/watch?v=v9c5bxtbQnk; https://www.youtube.com/watch?v=uv5rLL9aZeY; https://www.youtube.com/watch?v=qcOygecUYzg","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTA-SS-08","Sandee Payne","https://www.youtube.com/watch?v=Oe_oexTKVB0","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTA-SS-09","Sandee Payne","https://www.youtube.com/watch?v=Ylg2lWqsHOo; https://www.youtube.com/watch?v=Oe_oexTKVB0","medium","unresolved_school_crime_steering_or_demographic_context","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: the public record does not prove discriminatory intent, differential treatment, protected-class tailoring, or another required steering/discrimination element.","no"
"ROOTA-SS-10","Sandee Payne","https://www.youtube.com/watch?v=Y5_rr0MX1vU; https://www.youtube.com/watch?v=b0EdAXUoC5o","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTB-C21-01","Century 21 Premier Realtors","https://www.youtube.com/watch?v=ZiHCtOvzsWU; https://www.youtube.com/watch?v=f5w-wHlt2XY","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTB-R-01","People 1st Realty / Gloria Watson","https://www.youtube.com/watch?v=1MzJV3Zc7v8; https://www.youtube.com/watch?v=6BqTQUFKaJI","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTB-R-02","Expert Rentals & Property Management","https://www.youtube.com/watch?v=9iqaIje2yNA","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTB-R-03","Samantha Hammonds — Central TX REALTOR®","https://www.youtube.com/watch?v=Vu0_GB8_Y-Y","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTB-R-04","New Builds in Central Texas / Kyla Montano","https://www.youtube.com/watch?v=btJDD3IuZAs","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTB-R-05","Killeen to Austin Living — Darren Saint-Surin","https://www.youtube.com/watch?v=E1bZTuH6fr4","medium","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTB-R-06","Joanna Pearce","https://www.youtube.com/watch?v=1pVTfKl6Xso","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTB-R-07","People 1st Realty / Gloria Watson","https://www.youtube.com/watch?v=LZcivQuOVRE","high","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTB-R-08","People 1st Realty / Gloria Watson","https://www.youtube.com/watch?v=JBVO7jpG6aQ","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTB-R-09","Real Estate Steph CTX / Stephen Harris","https://www.youtube.com/watch?v=5i1Q2eGhiS0","high","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTB-RHEA-01","Rheajane Taylor","https://www.youtube.com/watch?v=jPw3WjPXtb4; https://www.youtube.com/watch?v=Ckk7WxB4hfw; https://www.youtube.com/watch?v=3Hvxx9CzKq4; https://www.youtube.com/watch?v=_ft063hNhQw","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"ROOTB-SH-01","Stephen Harris - Selling Central Texas","https://www.youtube.com/watch?v=xZYC7HfH81o","medium","unresolved_school_crime_steering_or_demographic_context","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: the public record does not prove discriminatory intent, differential treatment, protected-class tailoring, or another required steering/discrimination element.","no"
"ROOTB-W-01","Nestled With Whitney / Whitney Bell","https://www.youtube.com/watch?v=zYAdcRcWozw; https://www.youtube.com/watch?v=MCxuCPkuw-4; https://www.youtube.com/watch?v=--1tAH-ums0; https://www.youtube.com/watch?v=rCneXuyAotM; https://www.youtube.com/watch?v=K5Pptrq66PE; https://www.youtube.com/watch?v=AV27XoaPV5g; https://www.youtube.com/watch?v=SeaD_IZk9tg; https://www.youtube.com/watch?v=DCeb2udl3Bs","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"ROOTB-W-02","Nestled With Whitney / Whitney Bell","https://www.youtube.com/watch?v=UCQIw78hOY0; https://www.youtube.com/watch?v=PyX1b93g1gQ; https://www.youtube.com/watch?v=MCxuCPkuw-4; https://www.youtube.com/watch?v=6YDoiUODxa8; https://www.youtube.com/watch?v=U9KYh63Fq-o; https://www.youtube.com/watch?v=12GXJyw_O5w; https://www.youtube.com/watch?v=a7P6TxVORiA; https://www.youtube.com/watch?v=5mG9TAdF3tI","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"S-AUTH-01","Century 21 Premier Realtors","https://www.youtube.com/watch?v=t94AWRZrA18; https://www.youtube.com/watch?v=p3glRosbvY8; https://www.youtube.com/watch?v=3pF2NKSIHwk; https://www.youtube.com/watch?v=Ts2VA87LvXA; https://www.youtube.com/watch?v=8-6cz55GWws; https://www.youtube.com/watch?v=Ey6hxvjPaZQ; https://www.youtube.com/watch?v=JOooF3rH33U; https://www.youtube.com/watch?v=1SvPGboq3j4; https://www.youtube.com/watch?v=3GYggDnQ6pE; https://www.youtube.com/watch?v=7hJm5zwqzvE; https://www.youtube.com/watch?v=zIYA3bxI_nI","high","no_proven_violation_family_age_or_military_wording","no_proven_violation","No proven violation: the cited wording is not an express exclusion or limitation, and the complete context does not establish an unlawful protected-class preference. Relocation and military status are not treated as FHA protected classes.","no"
"S-AUTH-02","Century 21 Premier Realtors","https://www.youtube.com/watch?v=KviQyVloxXU; https://www.youtube.com/watch?v=fFxMhIMkgq4","high","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"S-AUTH-03","Stephen Harris","https://www.youtube.com/watch?v=lm4O5aKVG14; https://www.youtube.com/watch?v=Z-Bzxha-hG0; https://www.youtube.com/watch?v=E4EM8w1O4IY","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"S-AUTH-04","Stephen Harris","https://www.youtube.com/watch?v=T3tL1BE3sHk; https://www.youtube.com/watch?v=qvLrma37sdE","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"SH-01","Stephen Harris / Real Estate Steph CTX","https://www.youtube.com/channel/UCvwxIfW2u71mpzrKastNbDg/about","high","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"SH-02","Stephen Harris","https://www.youtube.com/watch?v=-CpNohOpgaw; https://www.youtube.com/watch?v=18WLFA46NT4; https://www.youtube.com/watch?v=z7GOddPjiio","high","confirmed_factual_inaccuracy_not_violation","confirmed_factual_inaccuracy_not_a_proven_violation","Confirmed factual inaccuracy only: an official NMLS identity record conflicts with the public identifier attribution. No final enforcement disposition or complete proof of a separate advertising-law violation was found.","no"
"SH-03","Stephen Harris","https://www.youtube.com/watch?v=5i1Q2eGhiS0","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"SH-04","Stephen Harris","https://www.youtube.com/watch?v=9rv_Mx_ptug; https://www.youtube.com/watch?v=NqdQuHgTEek; https://www.youtube.com/watch?v=QdF070z89d0; https://www.youtube.com/watch?v=GIHqfOVHm7E; https://www.youtube.com/watch?v=YVThYKqdxW8","high","unresolved_school_crime_steering_or_demographic_context","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: the public record does not prove discriminatory intent, differential treatment, protected-class tailoring, or another required steering/discrimination element.","no"
"SH-05","Stephen Harris","https://www.youtube.com/watch?v=e3qetio6pLc","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"STREAMS-INC-01","JJ Realty Group","https://www.youtube.com/watch?v=uQ3df4NRTZE","medium","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"V-01","Aundrea Dudik / Living in Central Texas","https://www.youtube.com/watch?v=P9jJVjuKt-Q","verification_only","unresolved_financial_mortgage_or_substantiation","unresolved_missing_evidence_not_publishable_as_violation","Excluded from the violations output: one or more required facts remain unproven, such as regulated role, complete final-ad context, source methodology, falsity, material terms, eligibility, compensation, or an applicable exception.","no"
"V-02","Aundrea Dudik / Living in Central Texas","https://www.youtube.com/watch?v=b6VmZT7Qgus","verification_only","no_proven_violation_other","no_proven_violation","No proven violation: the public evidence is puffery, a resolved path, ordinary geographic information, or an item that never established a required legal element.","no"
"V-03","Aundrea Dudik / Living in Central Texas","","verification_only","no_proven_violation_other","no_proven_violation","No proven violation: the public evidence is puffery, a resolved path, ordinary geographic information, or an item that never established a required legal element.","no"
