"channel_id","channel_name","scope_lane","total_in_window_public_uploads_cataloged","uploads_with_caption_files","uploads_without_caption_files","evidence_mode","triage_recommended_action","scope_adjudication","source_categories","limitations","source_report_or_input"
"UC8QQMyzGJEVql8HRpcNHhyw","Central Texas Living - Dom McShan","discovery_direct_video_only","0","0","0","root-scope direct target-video discovery followed by public metadata/caption retrieval attempt","","root-scope-adjudication override: direct_target_videos_only","discovery","No eligible public in-window artifact was retained for the directly discovered target-city videos. The videos may be outside the audit window, unavailable, removed, private, unlisted, or retrieval-limited; this is not a finding or a complete channel inventory.","root-scope-adjudication.tsv; authenticated-root-direct-video-inputs.txt"
"UCqrpFnDiSrIghSsVl6LX-Cg","Central Texas Realty Expert Group","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCEfOKHk-U46tEehmiFO_L3A","Collier Group Realty","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCktS7ZgqecOWzlpPf5sYTbQ","Corie Oliveira, Realtor, Central Texas","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCEHEBx_wXLpEbVMPbB1_jgw","D'Andra Texas Realtor","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCVti4lMHZRwMQT83RrXTIrg","ELITE Realty Professionals Group","discovery_direct_video_only","1","0","1","public direct target-video metadata and available caption artifacts","","root-scope-adjudication override: direct_target_videos_only","discovery","Direct-target-video-only row for an out-of-market, statewide, or syndication channel; unrelated uploads were not promoted into the six-city full-channel scope.","root-scope-adjudication.tsv; authenticated-root-direct-video-inputs.txt; authenticated-video-catalog.json"
"UChL1Xabpw5q1A9OsK8M2NYQ","Faith. Family. Home. -Keith Duble Team, eXp Realty","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCWqSTiHlhdtMM1_eOonx2Ew","FireBoss Realty","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCnJvi-ulVuYXYAXrEo47Feg","HOMEVETS REALTY LLC","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCYsdJIrTd2vYmfqSNfUSYZA","Inside The World Of Real Estate","discovery_direct_video_only","2","2","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","full_channel_audit","discovery-gap-adjudication override: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends full_channel_audit; authenticated adjudication narrowed it to direct-video-only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv; discovery-gap-adjudication.md"
"UC5GP-jzO4ttV6u5q58EhSlw","Jd Walters Real Estate","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UC5H_GdK-1KyqxCpfbAQZR5g","Julie James - Esperanza Realty Group - Killeen, TX","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UC7oDOV8Bw4WQgOEi-AjicOQ","Julio C. Ruiz • Texas REALTOR®","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UC6YcqWxqAo3jNVxyyF2MZyA","LIsa Copeland- The Real Lioness","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","full_channel_audit","discovery-gap-adjudication override: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; discovery-gap-adjudication.md"
"UCDIP1w5u5dk_rVd1pXRgM9g","Living in Killeen, Texas","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCNOSkbUuJkPSNre7oBvn-kA","Longhorn Realty","discovery_direct_video_only","1","0","1","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCrTfHN0P1n5slR2WTp66coA","Lookout Ridge","discovery_direct_video_only","1","0","1","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCimsnaM-sbxLf-fp45KZgNw","Lovejoy Homes Realty","discovery_direct_video_only","0","0","0","root-scope direct target-video discovery followed by public metadata/caption retrieval attempt","","root-scope-adjudication override: direct_target_videos_only","discovery","No eligible public in-window artifact was retained for the directly discovered target-city videos. The videos may be outside the audit window, unavailable, removed, private, unlisted, or retrieval-limited; this is not a finding or a complete channel inventory.","root-scope-adjudication.tsv; authenticated-root-direct-video-inputs.txt"
"UC90LU7ZlcBNcni9cWgESSOQ","Luke Johnston - Central Texas Real Estate","discovery_direct_video_only","0","0","0","root-scope direct target-video discovery followed by public metadata/caption retrieval attempt","","root-scope-adjudication override: direct_target_videos_only","discovery","No eligible public in-window artifact was retained for the directly discovered target-city videos. The videos may be outside the audit window, unavailable, removed, private, unlisted, or retrieval-limited; this is not a finding or a complete channel inventory.","root-scope-adjudication.tsv; authenticated-root-direct-video-inputs.txt"
"UCH5WP3vHGc7TWyF95bK7Njw","Maria Jones Hall, REALTOR®","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCBansIejrAmP3NsqGRVMJGw","McCaw Property Management","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCfj6lUX8K2rVVRRGiFiDuTA","NANCY BEST REALTY - Nancy Best, Broker","discovery_direct_video_only","1","0","1","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCTK2XLqTgPcvKDSWAuYRirg","Native Real Estate","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCVfUGN4gxcLeWzP5K_fPgnA","Palm Harbor","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","full_channel_audit","discovery-gap-adjudication override: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; discovery-gap-adjudication.md"
"UCnxgb2rBHSSPIK5XNnzg1dA","Parkway Real Estate","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCBmrCc9TusfEITiCDTfrzHw","Peak Point Real Estate","discovery_direct_video_only","1","0","1","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCjJiNRfli0gqw-1_Fawhy2w","Realtor Andrew Morin","discovery_direct_video_only","1","0","1","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCatgc79aqbQYQQkpNVXfb3A","rennerrealty","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","full_channel_audit","discovery-gap-adjudication override: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends full_channel_audit; authenticated adjudication narrowed it to direct-video-only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv; discovery-gap-adjudication.md"
"UC6O-RmQUjGKF748BgeKJ0gA","RentVision Walkthrough Video Tours","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCUv0or2EapZQYKMm-Tgt1zg","Solomon's Signature Homes","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCKH2sH7HPgegOTqg1aG0jeQ","StarPointe Realty Management","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCilpr3lWbZ0AM_NoVF3oD8g","The Adam Olsen Team","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UC_ijOhQ7aWRH6GqL1a-G5Dg","The Myles Group | Keller Williams Northwest Austin","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","full_channel_audit","discovery-gap-adjudication override: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends full_channel_audit; authenticated adjudication narrowed it to direct-video-only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv; discovery-gap-adjudication.md"
"UCANcGJDEyAAMORhHrbsBRUA","The Robert J Fischer Team - Realtors","discovery_direct_video_only","1","1","0","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCCXH2XT0creLsVXieHKaqJg","The Ryan Smith Home Selling Team","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UCN2NRIkP4wriUWnE5R9L3AA","thefocusteam1","discovery_direct_video_only","0","0","0","offline discovery hit followed by authenticated direct-video retrieval attempt","direct_video_only","triage recommendation: direct_video_only","discovery","No eligible authenticated artifact was retained for the direct-video lane. The discovered video may be outside the audit window, unavailable, removed, private, or an extraction gap; this is not a finding and not a complete channel inventory.","discovery-gap-triage.tsv; authenticated-video-catalog.json"
"UC5D99X4n-jn6j-JMeGB4JzA","Virtu On Azalea","discovery_direct_video_only","1","0","1","authenticated discovery-video artifacts restricted to the approved direct-video ID manifest","direct_video_only","triage recommendation: direct_video_only","discovery","Direct-video-only ledger row; this is not a complete channel inventory. Triage recommends direct_video_only.","authenticated-video-catalog.json; authenticated-credible-direct-caption-inputs.txt; discovery-gap-triage.tsv"
"UCeZysVNyhl-JqrqesQjcqPg","John Hayes","manual_full_channel","28","24","4","manual full-channel audit: available English caption tracks","","manual audited full-channel scope","manual","Four uploads without captions remain in the caption/visual review queue; absent captions were not treated as violations. Archived-livestream coverage was probed separately through the completed /streams manifest.","agent-findings-local-batch.md; authenticated-full-channel-stream-inputs.txt"
"UCqo6EaV9o6bFg4szBL8RYEw","Living in Central Texas - Aundrea Dudik","manual_full_channel","62","62","0","manual full-channel audit: metadata/descriptions and available English automatic-caption tracks","","manual audited full-channel scope","manual","One same-day scheduled premiere was unavailable and not counted; text/caption review does not verify visuals. Archived-livestream coverage was probed separately through the completed /streams manifest.","agent-findings-aundrea.md; authenticated-full-channel-stream-inputs.txt"
"UCvyNP3_ZgVLciAIev5t2Gog","LIVING IN CENTRAL TEXAS - Jacob Martinez","manual_full_channel","40","37","3","manual full-channel audit: available English caption tracks","","manual audited full-channel scope","manual","Three uploads without captions remain in the caption/visual review queue; absent captions were not treated as violations. Archived-livestream coverage was probed separately through the completed /streams manifest.","agent-findings-local-batch.md; authenticated-full-channel-stream-inputs.txt"
"UCwoQakQVf2m8hfitYnymb5w","Mallory Anthony","manual_full_channel","53","48","5","manual full-channel audit: available English caption tracks","","manual audited full-channel scope","manual","Five uploads without captions remain in the caption/visual review queue; absent captions were not treated as violations. Archived-livestream coverage was probed separately through the completed /streams manifest.","agent-findings-local-batch.md; authenticated-full-channel-stream-inputs.txt"
"UCijF1zTR7RluBFGicVZU4SA","Military Living in Central Texas - Mathew Dick","manual_full_channel","46","33","13","manual full-channel audit: available English caption tracks","","manual audited full-channel scope","manual","Thirteen uploads without captions remain in the caption/visual review queue; absent captions were not treated as violations. Archived-livestream coverage was probed separately through the completed /streams manifest.","agent-findings-local-batch.md; authenticated-full-channel-stream-inputs.txt"
"UC1SKo4gUtYWElAGwZSguqpA","Moving to Killeen Texas - Brina Gordon","manual_full_channel","191","188","3","manual full-channel audit: metadata/descriptions and available English automatic-caption tracks","","manual audited full-channel scope","manual","Two standard videos lacked English auto captions; two Shorts lacked descriptions; visual layer was not completed. Archived-livestream coverage was probed separately through the completed /streams manifest.","agent-findings-brina.md; authenticated-full-channel-stream-inputs.txt"
"UCWykQcBeQE_1yY2lk9m23YQ","Trent Babb - Central Texas Land and Commercial","manual_full_channel","105","34","71","manual full-channel audit: available English caption tracks","","manual audited full-channel scope","manual","Seventy-one uploads without captions remain in the caption/visual review queue; absent captions were not treated as violations. Archived-livestream coverage was probed separately through the completed /streams manifest.","agent-findings-local-batch.md; authenticated-full-channel-stream-inputs.txt"
